player,name,team,position,natural_position,club,league,age,pace,shooting,passing,dribbling,defending,physical,overall,vision,gk,caps,form,available
Jaminton Leandro Campaz,Jaminton Leandro Campaz,Colombia,LM,LM,Rosario Central,Liga Profesional de Fútbol,25,85.0,72.0,72.0,77.0,30.0,57.0,76,73.6,8.5,8,76.0,1
Andrés Mateus Uribe Villa,Andrés Mateus Uribe Villa,Colombia,CM,CM,Atlético Nacional,Categoría Primera A,34,72.0,74.0,74.0,75.0,74.0,74.0,76,74.8,12.5,52,76.0,1
Álvaro David Montero Perales,Álvaro David Montero Perales,Colombia,GK,GK,Vélez Sarsfield,Liga Profesional de Fútbol,30,45.0,45.0,45.0,45.0,45.0,45.0,75,75.0,75.0,8,75.0,1
Yeimar Pastor Gómez Andrade,Yeimar Pastor Gómez Andrade,Colombia,CB,CB,Seattle Sounders FC,Major League Soccer,33,63.0,33.0,48.0,58.0,74.0,85.0,75,58.8,12.0,8,75.0,1
Johan Sebastián Romaña Espitia,Johan Sebastián Romaña Espitia,Colombia,CB,CB,San Lorenzo de Almagro,Liga Profesional de Fútbol,26,67.0,29.0,50.0,51.0,73.0,81.0,74,59.6,7.75,8,74.0,1
William José Tesillo Gutiérrez,William José Tesillo Gutiérrez,Colombia,CB,CB,Atlético Nacional,Categoría Primera A,35,64.0,29.0,62.0,67.0,76.0,74.0,74,66.8,11.75,8,74.0,1
Aldair Alejandro Quintana Rojas,Aldair Alejandro Quintana Rojas,Colombia,GK,GK,Atlético Bucaramanga,Categoría Primera A,30,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,72.0,8,72.0,1
Jude Victor William Bellingham,Jude Victor William Bellingham,England,CAM,CAM,Real Madrid,La Liga,22,80.0,86.0,83.0,90.0,78.0,85.0,90,85.8,9.5,96,90.0,1
Harry Edward Kane,Harry Edward Kane,England,ST,ST,FC Bayern München,Bundesliga,31,64.0,92.0,83.0,82.0,48.0,82.0,89,85.4,10.75,96,89.0,1
Bukayo Saka,Bukayo Saka,England,RW,RW,Arsenal,Premier League,23,84.0,82.0,85.0,88.0,60.0,73.0,88,86.2,9.25,74,88.0,1
Declan Rice,Declan Rice,England,CDM,CDM,Arsenal,Premier League,26,72.0,73.0,84.0,80.0,83.0,83.0,87,85.2,8.25,74,87.0,1
Cole Jermaine Palmer,Cole Jermaine Palmer,England,CAM,CAM,Chelsea,Premier League,23,75.0,83.0,87.0,87.0,50.0,65.0,87,87.0,10.25,74,87.0,1
Trent John Alexander-Arnold,Trent John Alexander-Arnold,England,RB,RB,Real Madrid,La Liga,26,76.0,72.0,89.0,80.0,80.0,74.0,86,87.8,10.5,74,86.0,1
Philip Walter Foden,Philip Walter Foden,England,RW,RW,Manchester City,Premier League,25,81.0,81.0,82.0,89.0,57.0,57.0,85,83.19999999999999,11.5,52,85.0,1
Oliver George Arthur Watkins,Oliver George Arthur Watkins,England,ST,ST,Aston Villa,Premier League,29,77.0,83.0,73.0,80.0,50.0,80.0,84,77.4,11.0,52,84.0,1
James Daniel Maddison,James Daniel Maddison,England,CM,CM,Tottenham Hotspur,Premier League,28,67.0,81.0,86.0,85.0,58.0,64.0,84,85.2,12.75,52,84.0,1
Jordan Lee Pickford,Jordan Lee Pickford,England,GK,GK,Everton,Premier League,31,45.0,45.0,45.0,45.0,45.0,45.0,84,84.0,82.5,52,84.0,1
Anthony Michael Gordon,Anthony Michael Gordon,England,LW,LW,Newcastle United,Premier League,24,91.0,79.0,78.0,83.0,50.0,72.0,83,80.0,6.5,52,83.0,1
Jarrod Bowen,Jarrod Bowen,England,RM,RM,West Ham United,Premier League,28,76.0,81.0,78.0,82.0,46.0,70.0,83,80.0,9.75,52,83.0,1
Eberechi Oluchi Eze,Eberechi Oluchi Eze,England,CAM,CAM,Arsenal,Premier League,27,74.0,80.0,81.0,87.0,50.0,68.0,83,81.80000000000001,11.5,52,83.0,1
Benjamin William White,Benjamin William White,England,RB,RB,Arsenal,Premier League,27,70.0,35.0,75.0,75.0,83.0,78.0,83,78.2,7.5,52,83.0,1
John Stones,John Stones,England,CB,CB,Manchester City,Premier League,31,64.0,58.0,74.0,75.0,84.0,72.0,82,77.2,10.0,52,82.0,1
Addji Keaninkin Marc-Israel Guéhi,Addji Keaninkin Marc-Israel Guéhi,England,CB,CB,Crystal Palace,Premier League,24,69.0,39.0,69.0,73.0,83.0,78.0,82,74.2,10.25,52,82.0,1
Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,England,CB,CB,Aston Villa,Premier League,27,75.0,53.0,71.0,75.0,84.0,78.0,82,75.4,11.0,52,82.0,1
Morgan Anthony Gibbs-White,Morgan Anthony Gibbs-White,England,CAM,CAM,Nottingham Forest,Premier League,25,75.0,77.0,82.0,84.0,60.0,72.0,82,82.0,10.0,52,82.0,1
Morgan Elliot Rogers,Morgan Elliot Rogers,England,CAM,CAM,Aston Villa,Premier League,22,77.0,77.0,79.0,84.0,67.0,79.0,82,80.2,10.0,52,82.0,1
Oluwafikayomi Oluwadamilola Tomori,Oluwafikayomi Oluwadamilola Tomori,England,CB,CB,AC Milan,Serie A,27,81.0,40.0,60.0,67.0,82.0,78.0,81,68.4,10.25,52,81.0,1
Nicholas David Pope,Nicholas David Pope,England,GK,GK,Newcastle United,Premier League,33,45.0,45.0,45.0,45.0,45.0,45.0,81,81.0,80.5,52,81.0,1
Dean Bradley Henderson,Dean Bradley Henderson,England,GK,GK,Crystal Palace,Premier League,28,45.0,45.0,45.0,45.0,45.0,45.0,81,81.0,80.5,52,81.0,1
Reece James,Reece James,England,RB,RB,Chelsea,Premier League,25,76.0,71.0,82.0,77.0,81.0,81.0,81,81.6,11.0,52,81.0,1
Ivan Benjamin Elijah Toney,Ivan Benjamin Elijah Toney,England,ST,ST,Al Ahli SFC,Pro League,29,78.0,82.0,71.0,75.0,51.0,81.0,81,75.0,9.75,8,81.0,1
Kieran John Trippier,Kieran John Trippier,England,RB,RB,Newcastle United,Premier League,34,66.0,65.0,83.0,77.0,80.0,71.0,80,81.8,11.5,52,80.0,1
Valentino Francisco Livramento,Valentino Francisco Livramento,England,RB,RB,Newcastle United,Premier League,22,82.0,51.0,72.0,78.0,76.0,74.0,80,75.19999999999999,12.0,8,80.0,1
Joško Gvardiol,Joško Gvardiol,Croatia,LB,LB,Manchester City,Premier League,23,78.0,71.0,75.0,78.0,84.0,82.0,84,78.6,8.25,52,84.0,1
Mateo Kovačić,Mateo Kovačić,Croatia,CM,CM,Manchester City,Premier League,31,67.0,74.0,81.0,83.0,73.0,72.0,83,81.80000000000001,7.0,52,83.0,1
Luka Modrić,Luka Modrić,Croatia,CM,CM,AC Milan,Serie A,39,68.0,74.0,86.0,86.0,70.0,62.0,83,84.80000000000001,11.25,52,83.0,1
Ante Budimir,Ante Budimir,Croatia,ST,ST,CA Osasuna,La Liga,33,59.0,84.0,63.0,76.0,35.0,80.0,82,70.6,14.0,52,82.0,1
Andrej Kramarić,Andrej Kramarić,Croatia,CAM,CAM,TSG 1899 Hoffenheim,Bundesliga,34,67.0,82.0,78.0,84.0,33.0,73.0,81,79.19999999999999,11.0,52,81.0,1
Ivan Perišić,Ivan Perišić,Croatia,RW,RW,PSV,Eredivisie,36,75.0,80.0,81.0,79.0,69.0,75.0,81,81.0,7.0,52,81.0,1
Marcelo Brozović,Marcelo Brozović,Croatia,CDM,CDM,Al Nassr,Pro League,32,63.0,73.0,78.0,79.0,78.0,80.0,81,79.19999999999999,8.75,52,81.0,1
Mario Pašalić,Mario Pašalić,Croatia,CM,CM,Atalanta,Serie A,30,69.0,78.0,77.0,81.0,67.0,76.0,80,78.19999999999999,12.75,52,80.0,1
Dominik Livaković,Dominik Livaković,Croatia,GK,GK,Girona FC,La Liga,30,45.0,45.0,45.0,45.0,45.0,45.0,80,80.0,79.75,52,80.0,1
Nikola Vlašić,Nikola Vlašić,Croatia,CAM,CAM,Torino,Serie A,27,74.0,76.0,76.0,81.0,57.0,70.0,79,77.2,10.75,30,79.0,1
Marko Livaja,Marko Livaja,Croatia,ST,ST,Hajduk Split,Hrvatska nogometna liga,31,63.0,82.0,77.0,79.0,43.0,82.0,79,77.8,12.75,8,79.0,1
Lovro Majer,Lovro Majer,Croatia,CM,CM,VfL Wolfsburg,Bundesliga,27,70.0,73.0,80.0,83.0,60.0,70.0,78,79.2,8.0,30,78.0,1
Luka Sučić,Luka Sučić,Croatia,CM,CM,Real Sociedad,La Liga,22,76.0,76.0,78.0,77.0,68.0,72.0,78,78.0,11.25,8,78.0,1
Josip Šutalo,Josip Šutalo,Croatia,CB,CB,Ajax,Eredivisie,25,77.0,32.0,62.0,72.0,78.0,80.0,78,68.4,12.0,8,78.0,1
Josip Stanišić,Josip Stanišić,Croatia,CB,CB,FC Bayern München,Bundesliga,25,73.0,44.0,65.0,69.0,79.0,74.0,78,70.2,9.5,8,78.0,1
Dominik Kotarski,Dominik Kotarski,Croatia,GK,GK,FC København,Superliga,25,45.0,45.0,45.0,45.0,45.0,45.0,77,77.0,76.0,8,77.0,1
Petar Musa,Petar Musa,Croatia,ST,ST,FC Dallas,Major League Soccer,27,82.0,75.0,61.0,71.0,41.0,81.0,76,67.0,10.5,8,76.0,1
Bruno Petković,Bruno Petković,Croatia,ST,ST,Kocaelispor,Süper Lig,30,68.0,73.0,78.0,77.0,41.0,75.0,76,77.2,12.5,8,76.0,1
Kristijan Kahlina,Kristijan Kahlina,Croatia,GK,GK,Charlotte FC,Major League Soccer,32,45.0,45.0,45.0,45.0,45.0,45.0,75,75.0,75.5,8,75.0,1
Franjo Ivanović,Franjo Ivanović,Croatia,ST,ST,SL Benfica,Primeira Liga,21,72.0,78.0,66.0,74.0,29.0,72.0,75,69.6,10.0,8,75.0,1
Josip Juranović,Josip Juranović,Croatia,RB,RB,1. FC Union Berlin,Bundesliga,29,79.0,64.0,75.0,74.0,71.0,66.0,75,75.0,11.75,8,75.0,1
Tin Jedvaj,Tin Jedvaj,Croatia,CB,CB,Panathinaikos FC,Super League,29,70.0,51.0,57.0,64.0,74.0,76.0,74,63.8,12.5,8,74.0,1
Duje Ćaleta-Car,Duje Ćaleta-Car,Croatia,CB,CB,Real Sociedad,La Liga,28,58.0,39.0,55.0,59.0,74.0,76.0,74,62.6,8.75,30,74.0,1
Domagoj Vida,Domagoj Vida,Croatia,CB,CB,AEK Athens,Super League,36,61.0,41.0,59.0,57.0,76.0,76.0,74,65.0,11.5,8,74.0,1
Marin Pongračić,Marin Pongračić,Croatia,CB,CB,Fiorentina,Serie A,27,61.0,26.0,52.0,62.0,74.0,76.0,74,60.8,6.25,8,74.0,1
Toni Borevković,Toni Borevković,Croatia,CB,CB,Samsunspor,Süper Lig,28,45.0,30.0,47.0,49.0,74.0,80.0,73,57.400000000000006,12.0,8,73.0,1
Iñaki Williams Arthuer,Iñaki Williams Arthuer,Ghana,RM,RM,Athletic Club,La Liga,31,94.0,81.0,74.0,80.0,45.0,84.0,83,77.6,13.0,52,83.0,1
Thomas Teye Partey,Thomas Teye Partey,Ghana,CDM,CDM,Villarreal CF,La Liga,32,59.0,71.0,80.0,77.0,80.0,82.0,83,81.2,10.0,52,83.0,1
Mohammed Kudus,Mohammed Kudus,Ghana,RW,RW,Tottenham Hotspur,Premier League,24,89.0,76.0,72.0,86.0,60.0,74.0,80,75.19999999999999,8.75,52,80.0,1
Antoine Serlom Semenyo,Antoine Serlom Semenyo,Ghana,RM,RM,AFC Bournemouth,Premier League,25,80.0,78.0,73.0,81.0,40.0,79.0,80,75.8,10.75,52,80.0,1
Alexander Kwabena Baidoo Djiku,Alexander Kwabena Baidoo Djiku,Ghana,CB,CB,,nan,30,73.0,44.0,66.0,68.0,77.0,80.0,77,70.4,9.75,30,77.0,1
Khalid Abdul Mumin Suleman,Khalid Abdul Mumin Suleman,Ghana,CB,CB,Rayo Vallecano,La Liga,27,76.0,49.0,61.0,69.0,77.0,76.0,77,67.4,9.75,8,77.0,1
Mohamed Salisu Abdul Karim,Mohamed Salisu Abdul Karim,Ghana,CB,CB,AS Monaco,Ligue 1,26,59.0,36.0,50.0,54.0,77.0,80.0,76,60.400000000000006,7.5,8,76.0,1
Abdul Rahman Baba,Abdul Rahman Baba,Ghana,LB,LB,PAOK,Super League,30,77.0,66.0,69.0,74.0,72.0,78.0,76,71.8,11.0,8,76.0,1
Joseph Martin Paintsil,Joseph Martin Paintsil,Ghana,LM,LM,LA Galaxy,Major League Soccer,27,90.0,70.0,68.0,80.0,35.0,67.0,76,71.2,11.25,8,76.0,1
Issahaku Abdul Fatawu,Issahaku Abdul Fatawu,Ghana,RM,RM,Leicester City,Championship,21,83.0,73.0,74.0,78.0,46.0,64.0,76,74.8,8.0,8,76.0,1
Ernest Nuamah Appiah,Ernest Nuamah Appiah,Ghana,RM,RM,Olympique Lyonnais,Ligue 1,21,82.0,70.0,69.0,78.0,24.0,58.0,75,71.4,10.25,8,75.0,1
Joseph Aidoo,Joseph Aidoo,Ghana,CB,CB,RC Celta,La Liga,29,69.0,27.0,46.0,50.0,74.0,80.0,75,57.599999999999994,9.0,8,75.0,1
Gideon Mensah,Gideon Mensah,Ghana,LB,LB,AJ Auxerre,Ligue 1,26,76.0,57.0,65.0,72.0,68.0,67.0,74,68.6,10.0,8,74.0,1
Alidu Seidu,Alidu Seidu,Ghana,CB,CB,Stade Rennais FC,Ligue 1,25,61.0,43.0,61.0,70.0,75.0,67.0,74,66.2,10.25,8,74.0,1
Emanuel Quartsin Gyasi,Emanuel Quartsin Gyasi,Ghana,RM,RM,Palermo FC,Serie B,31,79.0,64.0,67.0,74.0,48.0,68.0,74,69.8,9.75,8,74.0,1
Jeffrey Schlupp,Jeffrey Schlupp,Ghana,LB,LB,Norwich City,Championship,32,76.0,71.0,68.0,73.0,70.0,74.0,73,70.0,8.75,8,73.0,1
Lawrence Ati Zigi,Lawrence Ati Zigi,Ghana,GK,GK,FC St.Gallen 1879,Super League,28,45.0,45.0,45.0,45.0,45.0,45.0,73,73.0,72.25,8,73.0,1
Tariq Kwame Nii-Lante Lamptey,Tariq Kwame Nii-Lante Lamptey,Ghana,RB,RB,Fiorentina,Serie A,24,84.0,44.0,66.0,76.0,69.0,49.0,73,68.80000000000001,11.5,8,73.0,1
Jordan Pierre Ayew,Jordan Pierre Ayew,Ghana,RM,RM,Leicester City,Championship,33,66.0,73.0,70.0,75.0,56.0,71.0,73,71.2,9.5,8,73.0,1
Osman Bukari,Osman Bukari,Ghana,RW,RW,Austin FC,Major League Soccer,26,85.0,67.0,62.0,76.0,37.0,66.0,72,66.0,8.25,8,72.0,1
Emmanuel Okyere Boateng,Emmanuel Okyere Boateng,Ghana,ST,ST,Gaziantep FK,Süper Lig,29,91.0,71.0,61.0,72.0,39.0,74.0,72,65.4,13.5,8,72.0,1
André Morgan Rami Ayew,André Morgan Rami Ayew,Ghana,ST,ST,,nan,35,52.0,73.0,72.0,72.0,55.0,64.0,72,72.0,9.5,8,72.0,1
Mohammed Gadafi Fuseini,Mohammed Gadafi Fuseini,Ghana,ST,ST,Union Saint-Gilloise,Pro League,23,89.0,72.0,60.0,75.0,27.0,56.0,71,64.4,8.5,8,71.0,1
Richard Ofori Antwi,Richard Ofori Antwi,Ghana,GK,GK,,nan,31,45.0,45.0,45.0,45.0,45.0,45.0,71,71.0,70.25,8,71.0,1
Ransford Yeboah Königsdörffer,Ransford Yeboah Königsdörffer,Ghana,ST,ST,Hamburger SV,Bundesliga,23,81.0,69.0,64.0,74.0,42.0,64.0,71,66.8,9.5,8,71.0,1
Joseph Tetteh Anang,Joseph Tetteh Anang,Ghana,GK,GK,St Patrick's Athletic FC,Premier Division,25,45.0,45.0,45.0,45.0,45.0,45.0,67,67.0,67.0,8,67.0,1
Michael Amir Murillo Bermúdez,Michael Amir Murillo Bermúdez,Panama,RB,RB,Olympique de Marseille,Ligue 1,29,84.0,57.0,70.0,71.0,70.0,76.0,76,72.4,11.25,8,76.0,1
Luis Ricardo Mejía Cajar,Luis Ricardo Mejía Cajar,Panama,GK,GK,Club Nacional de Football,Primera División,34,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,70.5,8,72.0,1
Orlando Mosquera,Orlando Mosquera,Panama,GK,GK,Al Fayha,Pro League,30,45.0,45.0,45.0,45.0,45.0,45.0,70,70.0,69.25,8,70.0,1
Aníbal Casis Godoy Lemus,Aníbal Casis Godoy Lemus,Panama,CM,CM,San Diego FC,Major League Soccer,35,43.0,56.0,65.0,67.0,64.0,75.0,70,67.0,9.5,8,70.0,1
Andrés Alberto Andrade Cedeño,Andrés Alberto Andrade Cedeño,Panama,CB,CB,LASK Linz,Bundesliga,26,74.0,51.0,60.0,64.0,68.0,79.0,69,63.6,7.75,8,69.0,1
Eduardo Antonio Guerrero Locano,Eduardo Antonio Guerrero Locano,Panama,ST,ST,Dynamo Kyiv,Premier League,25,75.0,68.0,65.0,73.0,21.0,66.0,69,66.6,8.25,8,69.0,1
José Ángel Córdoba Chambers,José Ángel Córdoba Chambers,Panama,CB,CB,Norwich City,Championship,24,72.0,31.0,53.0,61.0,65.0,73.0,68,59.0,10.0,8,68.0,1
José Fajardo Nelson,José Fajardo Nelson,Panama,ST,ST,Universidad Católica del Ecuador,Serie A,31,69.0,68.0,58.0,68.0,33.0,68.0,68,62.0,9.0,8,68.0,1
Edward Cedeño,Edward Cedeño,Panama,CM,CM,UD Las Palmas,La Liga 2,21,68.0,56.0,61.0,66.0,67.0,74.0,66,63.0,12.0,8,66.0,1
Azarias Emmanuel Londoño González,Azarias Emmanuel Londoño González,Panama,ST,ST,Universidad Católica del Ecuador,Serie A,24,69.0,65.0,66.0,68.0,33.0,60.0,65,65.6,9.0,8,65.0,1
Carlos Miguel Harvey Cesneros,Carlos Miguel Harvey Cesneros,Panama,CB,CB,Minnesota United FC,Major League Soccer,25,53.0,42.0,54.0,58.0,64.0,73.0,65,58.4,10.25,8,65.0,1
Leslie Eduardo Heráldez Sevillano,Leslie Eduardo Heráldez Sevillano,Panama,CDM,CDM,Caracas FC,Primera Division,32,70.0,47.0,66.0,57.0,61.0,50.0,64,65.2,8.75,8,64.0,1
Martín Wilhelm Krug,Martín Wilhelm Krug,Panama,CB,CB,Levante UD,La Liga,18,58.0,30.0,44.0,49.0,61.0,69.0,62,51.2,12.75,8,62.0,1
Omar Javier Valencia Arauz,Omar Javier Valencia Arauz,Panama,LB,LB,New York Red Bulls,Major League Soccer,21,59.0,45.0,58.0,56.0,58.0,55.0,59,58.4,9.25,8,59.0,1
Rafael Antonio Mosquera Díaz,Rafael Antonio Mosquera Díaz,Panama,LW,LW,New York Red Bulls,Major League Soccer,20,82.0,52.0,44.0,55.0,37.0,51.0,54,48.0,11.0,8,54.0,1
